-0.77605,-0.67962
-0.76587,-0.67841
-0.78271,-0.73372
-0.83280,-0.78473
-0.87583,-0.81274
-0.91240,-0.82297
-0.93524,-0.81725
-0.93490,-0.82172
-0.92809,-0.84421
-0.91271,-0.85634
-0.88902,-0.84151
-0.85751,-0.82576
-0.83136,-0.81706
-0.81788,-0.80725
-0.79463,-0.80579
-0.77732,-0.80465
-0.77397,-0.80144
-0.77563,-0.79656
-0.78729,-0.79143
-0.77667,-0.78655
-0.74985,-0.76219
-0.73120,-0.73753
-0.72135,-0.73274
-0.73059,-0.72773
-0.71114,-0.71962
-0.64955,-0.71215
-0.61554,-0.69213
-0.61347,-0.66694
-0.61013,-0.67186
-0.60780,-0.69773
-0.59179,-0.71005
-0.57783,-0.70010
-0.58398,-0.66743
-0.57518,-0.64640
-0.57447,-0.64886
-0.59092,-0.64094
-0.60133,-0.62896
-0.60093,-0.61876
-0.56098,-0.60915
-0.52668,-0.62528
-0.54180,-0.64363
-0.56634,-0.63665
-0.56505,-0.62161
-0.51684,-0.57947
-0.44969,-0.53423
-0.43089,-0.53981
-0.45939,-0.54380
-0.45670,-0.53387
-0.40254,-0.54620
-0.35635,-0.53873
-0.34261,-0.51231
-0.35158,-0.50443
-0.35244,-0.48837
-0.30244,-0.44769
-0.23359,-0.41239
-0.20686,-0.39978
-0.21511,-0.40413
-0.22597,-0.41424
-0.21916,-0.41865
-0.20999,-0.41464
-0.23248,-0.39531
-0.26133,-0.36704
-0.26650,-0.35184
-0.25671,-0.34399
-0.22780,-0.33033
-0.20404,-0.31733
-0.21506,-0.31821
-0.22841,-0.32589
-0.22354,-0.32275
-0.21260,-0.32376
-0.21085,-0.34061
-0.23055,-0.34935
-0.24441,-0.33938
-0.22561,-0.32101
-0.21508,-0.29742
-0.25306,-0.29139
-0.29950,-0.30672
-0.31044,-0.29985
-0.27954,-0.28810
-0.24571,-0.29647
-0.26626,-0.28947
-0.29793,-0.28470
-0.31186,-0.30296
-0.34303,-0.31333
-0.36951,-0.32405
-0.41093,-0.34619
-0.48640,-0.35569
-0.53851,-0.36431
-0.56854,-0.38187
-0.58263,-0.36641
-0.55575,-0.32337
-0.50977,-0.29770
-0.44902,-0.28732
-0.38605,-0.29293
-0.34212,-0.31364
-0.28015,-0.31168
-0.21317,-0.28118
-0.17787,-0.25280
-0.15521,-0.23264
-0.13228,-0.21025
-0.09374,-0.18583
-0.05427,-0.15347
-0.05101,-0.11025
-0.06312,-0.07816
-0.07270,-0.06572
-0.08638,-0.05776
-0.10121,-0.05374
-0.11509,-0.05599
-0.11816,-0.05059
-0.10455,-0.03674
-0.07313,-0.03251
-0.04683,-0.04025
-0.04352,-0.04709
-0.02394,-0.04688
0.00121,-0.03370
0.00239,-0.01468
0.01766,-0.00725
0.03414,0.00543
0.02846,0.02974
0.01570,0.03467
-0.02131,0.02710
-0.05796,0.02158
-0.07012,0.00537
-0.08082,-0.00449
-0.06690,0.00662
-0.04006,0.01780
-0.04354,0.01826
-0.05852,0.01918
-0.06754,0.03659
-0.05621,0.06048
-0.02509,0.05684
-0.00840,0.03758
-0.01037,0.03854
-0.02124,0.04734
-0.01490,0.06373
0.02699,0.08485
0.06040,0.05677
0.06705,0.01299
0.07185,0.02709
0.06775,0.05501
0.03365,0.05708
-0.01719,0.05227
-0.04065,0.04203
-0.03252,0.04193
-0.02695,0.06432
-0.01978,0.08657
0.00496,0.08661
0.03492,0.05853
0.04569,0.03149
0.02779,0.03932
0.01876,0.06795
0.04490,0.09481
0.06535,0.09725
0.03655,0.04934
-0.03096,-0.00948
-0.09214,-0.02687
-0.13562,-0.01657
-0.17616,0.01073
-0.19165,0.04633
-0.17929,0.04947
-0.16924,0.02661
-0.14388,0.01233
-0.08273,-0.00060
-0.01380,-0.01561
0.04667,-0.02416
0.08853,-0.02902
0.08703,-0.03070
0.06371,-0.04057
0.05651,-0.05499
0.06275,-0.04138
0.08742,-0.00243
0.12733,0.03706
0.14980,0.08587
0.16578,0.14404
0.20723,0.17722
0.26120,0.17365
0.29490,0.15729
0.30976,0.15047
0.34197,0.15682
