0.23535,0.00145
0.13076,0.03118
0.03257,0.00655
-0.06733,-0.05106
-0.13306,-0.06083
-0.10662,-0.03578
-0.04194,-0.00725
0.04857,0.00610
0.14983,-0.00226
0.18703,-0.01519
0.21465,-0.02373
0.26023,-0.04265
0.24009,-0.12032
0.12361,-0.25289
-0.06835,-0.32344
-0.19079,-0.27782
-0.12340,-0.21652
-0.00309,-0.25142
-0.00683,-0.34965
-0.13781,-0.35145
-0.19475,-0.26999
-0.07163,-0.30056
-0.02042,-0.38649
-0.12031,-0.35718
-0.14413,-0.32653
-0.14667,-0.39838
-0.30697,-0.48590
-0.52370,-0.55844
-0.63759,-0.58390
-0.61522,-0.50170
-0.46816,-0.37947
-0.25998,-0.31507
-0.10276,-0.33973
-0.04256,-0.40648
-0.05688,-0.39474
-0.06694,-0.32488
-0.00471,-0.33877
-0.00431,-0.39042
-0.13815,-0.36892
-0.20704,-0.33277
-0.15918,-0.33119
-0.11754,-0.34502
-0.13689,-0.39583
-0.24088,-0.43622
-0.30017,-0.38038
-0.18993,-0.28980
-0.08009,-0.25090
-0.09006,-0.24870
-0.10723,-0.28869
-0.12282,-0.37263
-0.21657,-0.40816
-0.28874,-0.36229
-0.25685,-0.36383
-0.28997,-0.47918
-0.46746,-0.54676
-0.59427,-0.47666
-0.56990,-0.44524
-0.53272,-0.48760
-0.53567,-0.42462
-0.43246,-0.33795
-0.27519,-0.40500
-0.29255,-0.49905
-0.39214,-0.49911
-0.39916,-0.47193
-0.36556,-0.43686
-0.28006,-0.39446
-0.16063,-0.39576
-0.16583,-0.45624
-0.30222,-0.51963
-0.42874,-0.48498
-0.43971,-0.38215
-0.34495,-0.36117
-0.24234,-0.38957
-0.19361,-0.35201
-0.17956,-0.30308
-0.14202,-0.28729
-0.10995,-0.28432
-0.15797,-0.34439
-0.23538,-0.43341
-0.28038,-0.42335
-0.26766,-0.36558
-0.20100,-0.39045
-0.21488,-0.42885
-0.31460,-0.39755
-0.32009,-0.37248
-0.23792,-0.33613
-0.15574,-0.22198
-0.02947,-0.16057
0.09272,-0.20291
0.06594,-0.23583
-0.08484,-0.31806
-0.27160,-0.48937
-0.50331,-0.58357
-0.67647,-0.55730
