0.64008,0.80409
0.66133,0.81833
0.70115,0.81999
0.71177,0.82213
0.67868,0.81029
0.65836,0.79696
0.65032,0.79665
0.63199,0.77700
0.60114,0.75028
0.57676,0.75490
0.60569,0.76887
0.66463,0.78921
0.69106,0.81806
0.69341,0.81508
0.71866,0.81192
0.75965,0.84475
0.78552,0.86731
0.78778,0.86857
0.77628,0.87421
0.78005,0.87719
0.78270,0.86627
0.76001,0.83975
0.72675,0.80731
0.70227,0.79207
0.70563,0.78884
0.72542,0.79151
0.73632,0.80564
0.73025,0.80645
0.72607,0.79360
0.73708,0.78667
0.74226,0.77599
0.74431,0.77476
0.76113,0.80165
0.78666,0.83207
0.81916,0.85373
0.84244,0.85559
0.81740,0.82455
0.78168,0.80567
0.78168,0.80288
0.78793,0.78072
0.80257,0.77193
0.82086,0.78142
0.82872,0.78412
0.84121,0.80229
0.85093,0.82205
0.84033,0.80802
0.78923,0.77950
0.75064,0.75972
0.75593,0.75214
0.74693,0.74170
0.73596,0.71676
0.72795,0.70671
0.70586,0.70193
0.69961,0.67844
0.70794,0.68311
0.71465,0.71464
0.72481,0.72485
0.75242,0.72969
0.78387,0.74057
0.79714,0.74499
0.80026,0.74022
0.79024,0.72210
0.76601,0.70973
0.74416,0.69132
0.70261,0.63986
0.64321,0.60834
0.62746,0.61212
0.63321,0.60035
0.62228,0.59235
0.62940,0.62252
0.66005,0.68338
0.70211,0.73392
0.71536,0.72722
0.69409,0.71807
0.70153,0.72689
0.69734,0.67438
0.65540,0.62083
0.65220,0.62326
0.64410,0.59791
0.59936,0.57552
0.59836,0.58929
0.59219,0.56528
0.56160,0.54406
0.56179,0.54713
0.54087,0.51812
0.53995,0.50904
0.58628,0.52781
0.59755,0.52966
0.60859,0.55262
0.63494,0.57855
0.63529,0.57795
0.62503,0.57372
0.59210,0.53269
0.55207,0.47084
0.55010,0.43777
0.53790,0.40170
0.51435,0.37409
0.53067,0.37906
0.53918,0.39222
0.54879,0.42850
0.58157,0.46407
0.58701,0.46350
0.59194,0.46915
0.59186,0.47535
0.54208,0.45511
0.47941,0.43055
0.42975,0.39837
0.39744,0.36887
0.39200,0.35182
0.38805,0.32177
0.36797,0.29434
0.33152,0.26233
0.29297,0.21465
0.29522,0.22097
0.31583,0.26511
0.32489,0.27060
0.33312,0.27617
0.32654,0.29965
0.32001,0.29525
0.29287,0.27918
0.24553,0.25966
0.20359,0.20480
0.12323,0.13289
0.07063,0.09255
0.05985,0.08747
0.01511,0.08545
0.00933,0.07897
0.04452,0.07407
0.05165,0.07326
0.05548,0.10455
0.06140,0.14747
0.06808,0.13730
0.08047,0.11107
0.07971,0.12861
0.08834,0.15028
0.10577,0.14673
0.08719,0.13664
0.05587,0.12384
0.03453,0.11167
0.01727,0.10411
0.01816,0.08310
0.01139,0.03634
-0.00582,0.00021
0.00348,0.00542
0.00628,0.00072
-0.03327,-0.04333
-0.08794,-0.07280
-0.13346,-0.07398
-0.15105,-0.06867
-0.14484,-0.05638
-0.14838,-0.05901
-0.17172,-0.08009
-0.19053,-0.08564
-0.16321,-0.07931
-0.14500,-0.09124
-0.17670,-0.11819
-0.16639,-0.11706
-0.13289,-0.08604
-0.14013,-0.08409
-0.16966,-0.10674
-0.22020,-0.12721
-0.27930,-0.17417
-0.34103,-0.22866
-0.40034,-0.27233
-0.43251,-0.32185
-0.42316,-0.33818
-0.40109,-0.33890
-0.39627,-0.35759
-0.36597,-0.32568
-0.32656,-0.27460
-0.33240,-0.27527
-0.35192,-0.27268
-0.37264,-0.28965
-0.42674,-0.36701
-0.49542,-0.41916
-0.52670,-0.41996
-0.51606,-0.39780
-0.49392,-0.37469
-0.48272,-0.38792
-0.46080,-0.39527
